hp,dp,ap,offH,offD,offA,pnlH,pnlD,pnlA,worstPnl,riskRatio,riskLabel,concLabel
0.0000,0.0000,1.0000,999.000,999.000,1.010,10000000,10000000,-100000,-100000,1.0100,loss,extreme
0.0000,0.0100,0.9900,999.000,92.000,1.010,10000000,800000,1000,1000,0.9999,thin,extreme
0.0000,0.0200,0.9800,999.000,46.000,1.010,10000000,800000,102000,102000,0.9898,thin,extreme
0.0000,0.0300,0.9700,999.000,30.667,1.010,10000000,800000,203000,203000,0.9797,good,extreme
0.0000,0.0400,0.9600,999.000,23.000,1.010,10000000,800000,304000,304000,0.9696,good,extreme
0.0000,0.0500,0.9500,999.000,18.400,1.010,10000000,800000,405000,405000,0.9595,good,extreme
0.0000,0.0600,0.9400,999.000,15.333,1.010,10000000,800000,506000,506000,0.9494,good,extreme
0.0000,0.0700,0.9300,999.000,13.143,1.010,10000000,800000,607000,607000,0.9393,good,extreme
0.0000,0.0800,0.9200,999.000,11.500,1.010,10000000,800000,708000,708000,0.9292,good,extreme
0.0000,0.0900,0.9100,999.000,10.222,1.011,10000000,800000,800000,800000,0.9200,max,extreme
0.0000,0.1000,0.9000,999.000,9.200,1.022,10000000,800000,800000,800000,0.9200,max,extreme
0.0000,0.1100,0.8900,999.000,8.364,1.034,10000000,800000,800000,800000,0.9200,max,heavy
0.0000,0.1200,0.8800,999.000,7.667,1.045,10000000,800000,800000,800000,0.9200,max,heavy
0.0000,0.1300,0.8700,999.000,7.077,1.057,10000000,800000,800000,800000,0.9200,max,heavy
0.0000,0.1400,0.8600,999.000,6.571,1.070,10000000,800000,800000,800000,0.9200,good,heavy
0.0000,0.1500,0.8500,999.000,6.133,1.082,10000000,800000,800000,800000,0.9200,good,heavy
0.0000,0.1600,0.8400,999.000,5.750,1.095,10000000,800000,800000,800000,0.9200,max,heavy
0.0000,0.1700,0.8300,999.000,5.412,1.108,10000000,800000,800000,800000,0.9200,max,heavy
0.0000,0.1800,0.8200,999.000,5.111,1.122,10000000,800000,800000,800000,0.9200,max,heavy
0.0000,0.1900,0.8100,999.000,4.842,1.136,10000000,800000,800000,800000,0.9200,max,heavy
0.0000,0.2000,0.8000,999.000,4.600,1.150,10000000,800000,800000,800000,0.9200,max,heavy
0.0000,0.2100,0.7900,999.000,4.381,1.165,10000000,800000,800000,800000,0.9200,max,heavy
0.0000,0.2200,0.7800,999.000,4.182,1.179,10000000,800000,800000,800000,0.9200,max,heavy
0.0000,0.2300,0.7700,999.000,4.000,1.195,10000000,800000,800000,800000,0.9200,max,heavy
0.0000,0.2400,0.7600,999.000,3.833,1.211,10000000,800000,800000,800000,0.9200,max,heavy
0.0000,0.2500,0.7500,999.000,3.680,1.227,10000000,800000,800000,800000,0.9200,good,heavy
0.0000,0.2600,0.7400,999.000,3.538,1.243,10000000,800000,800000,800000,0.9200,max,heavy
0.0000,0.2700,0.7300,999.000,3.407,1.260,10000000,800000,800000,800000,0.9200,good,heavy
0.0000,0.2800,0.7200,999.000,3.286,1.278,10000000,800000,800000,800000,0.9200,good,heavy
0.0000,0.2900,0.7100,999.000,3.172,1.296,10000000,800000,800000,800000,0.9200,good,heavy
0.0000,0.3000,0.7000,999.000,3.067,1.314,10000000,800000,800000,800000,0.9200,good,heavy
0.0000,0.3100,0.6900,999.000,2.968,1.333,10000000,800000,800000,800000,0.9200,max,moderate
0.0000,0.3200,0.6800,999.000,2.875,1.353,10000000,800000,800000,800000,0.9200,max,moderate
0.0000,0.3300,0.6700,999.000,2.788,1.373,10000000,800000,800000,800000,0.9200,max,moderate
0.0000,0.3400,0.6600,999.000,2.706,1.394,10000000,800000,800000,800000,0.9200,max,moderate
0.0000,0.3500,0.6500,999.000,2.629,1.415,10000000,800000,800000,800000,0.9200,good,moderate
0.0000,0.3600,0.6400,999.000,2.556,1.438,10000000,800000,800000,800000,0.9200,max,moderate
0.0000,0.3700,0.6300,999.000,2.486,1.460,10000000,800000,800000,800000,0.9200,max,moderate
0.0000,0.3800,0.6200,999.000,2.421,1.484,10000000,800000,800000,800000,0.9200,max,moderate
0.0000,0.3900,0.6100,999.000,2.359,1.508,10000000,800000,800000,800000,0.9200,max,moderate
0.0000,0.4000,0.6000,999.000,2.300,1.533,10000000,800000,800000,800000,0.9200,max,moderate
0.0000,0.4100,0.5900,999.000,2.244,1.559,10000000,800000,800000,800000,0.9200,max,moderate
0.0000,0.4200,0.5800,999.000,2.190,1.586,10000000,800000,800000,800000,0.9200,good,moderate
0.0000,0.4300,0.5700,999.000,2.140,1.614,10000000,800000,800000,800000,0.9200,good,moderate
0.0000,0.4400,0.5600,999.000,2.091,1.643,10000000,800000,800000,800000,0.9200,good,moderate
0.0000,0.4500,0.5500,999.000,2.044,1.673,10000000,800000,800000,800000,0.9200,max,moderate
0.0000,0.4600,0.5400,999.000,2.000,1.704,10000000,800000,800000,800000,0.9200,max,moderate
0.0000,0.4700,0.5300,999.000,1.957,1.736,10000000,800000,800000,800000,0.9200,max,moderate
0.0000,0.4800,0.5200,999.000,1.917,1.769,10000000,800000,800000,800000,0.9200,max,moderate
0.0000,0.4900,0.5100,999.000,1.878,1.804,10000000,800000,800000,800000,0.9200,max,moderate
0.0000,0.5000,0.5000,999.000,1.840,1.840,10000000,800000,800000,800000,0.9200,max,moderate
0.0000,0.5100,0.4900,999.000,1.804,1.878,10000000,800000,800000,800000,0.9200,max,moderate
0.0000,0.5200,0.4800,999.000,1.769,1.917,10000000,800000,800000,800000,0.9200,max,moderate
0.0000,0.5300,0.4700,999.000,1.736,1.957,10000000,800000,800000,800000,0.9200,max,moderate
0.0000,0.5400,0.4600,999.000,1.704,2.000,10000000,800000,800000,800000,0.9200,max,moderate
0.0000,0.5500,0.4500,999.000,1.673,2.044,10000000,800000,800000,800000,0.9200,max,moderate
0.0000,0.5600,0.4400,999.000,1.643,2.091,10000000,800000,800000,800000,0.9200,good,moderate
0.0000,0.5700,0.4300,999.000,1.614,2.140,10000000,800000,800000,800000,0.9200,good,moderate
0.0000,0.5800,0.4200,999.000,1.586,2.190,10000000,800000,800000,800000,0.9200,good,moderate
0.0000,0.5900,0.4100,999.000,1.559,2.244,10000000,800000,800000,800000,0.9200,max,moderate
0.0000,0.6000,0.4000,999.000,1.533,2.300,10000000,800000,800000,800000,0.9200,max,moderate
0.0000,0.6100,0.3900,999.000,1.508,2.359,10000000,800000,800000,800000,0.9200,max,moderate
0.0000,0.6200,0.3800,999.000,1.484,2.421,10000000,800000,800000,800000,0.9200,max,moderate
0.0000,0.6300,0.3700,999.000,1.460,2.486,10000000,800000,800000,800000,0.9200,max,moderate
0.0000,0.6400,0.3600,999.000,1.438,2.556,10000000,800000,800000,800000,0.9200,max,moderate
0.0000,0.6500,0.3500,999.000,1.415,2.629,10000000,800000,800000,800000,0.9200,good,moderate
0.0000,0.6600,0.3400,999.000,1.394,2.706,10000000,800000,800000,800000,0.9200,max,moderate
0.0000,0.6700,0.3300,999.000,1.373,2.788,10000000,800000,800000,800000,0.9200,max,moderate
0.0000,0.6800,0.3200,999.000,1.353,2.875,10000000,800000,800000,800000,0.9200,max,moderate
0.0000,0.6900,0.3100,999.000,1.333,2.968,10000000,800000,800000,800000,0.9200,max,moderate
0.0000,0.7000,0.3000,999.000,1.314,3.067,10000000,800000,800000,800000,0.9200,good,heavy
0.0000,0.7100,0.2900,999.000,1.296,3.172,10000000,800000,800000,800000,0.9200,good,heavy
0.0000,0.7200,0.2800,999.000,1.278,3.286,10000000,800000,800000,800000,0.9200,good,heavy
0.0000,0.7300,0.2700,999.000,1.260,3.407,10000000,800000,800000,800000,0.9200,good,heavy
0.0000,0.7400,0.2600,999.000,1.243,3.538,10000000,800000,800000,800000,0.9200,max,heavy
0.0000,0.7500,0.2500,999.000,1.227,3.680,10000000,800000,800000,800000,0.9200,good,heavy
0.0000,0.7600,0.2400,999.000,1.211,3.833,10000000,800000,800000,800000,0.9200,max,heavy
0.0000,0.7700,0.2300,999.000,1.195,4.000,10000000,800000,800000,800000,0.9200,max,heavy
0.0000,0.7800,0.2200,999.000,1.179,4.182,10000000,800000,800000,800000,0.9200,max,heavy
0.0000,0.7900,0.2100,999.000,1.165,4.381,10000000,800000,800000,800000,0.9200,max,heavy
0.0000,0.8000,0.2000,999.000,1.150,4.600,10000000,800000,800000,800000,0.9200,max,heavy
0.0000,0.8100,0.1900,999.000,1.136,4.842,10000000,800000,800000,800000,0.9200,max,heavy
0.0000,0.8200,0.1800,999.000,1.122,5.111,10000000,800000,800000,800000,0.9200,max,heavy
0.0000,0.8300,0.1700,999.000,1.108,5.412,10000000,800000,800000,800000,0.9200,max,heavy
0.0000,0.8400,0.1600,999.000,1.095,5.750,10000000,800000,800000,800000,0.9200,max,heavy
0.0000,0.8500,0.1500,999.000,1.082,6.133,10000000,800000,800000,800000,0.9200,good,heavy
0.0000,0.8600,0.1400,999.000,1.070,6.571,10000000,800000,800000,800000,0.9200,good,heavy
0.0000,0.8700,0.1300,999.000,1.057,7.077,10000000,800000,800000,800000,0.9200,max,heavy
0.0000,0.8800,0.1200,999.000,1.045,7.667,10000000,800000,800000,800000,0.9200,max,heavy
0.0000,0.8900,0.1100,999.000,1.034,8.364,10000000,800000,800000,800000,0.9200,max,heavy
0.0000,0.9000,0.1000,999.000,1.022,9.200,10000000,800000,800000,800000,0.9200,max,extreme
0.0000,0.9100,0.0900,999.000,1.011,10.222,10000000,800000,800000,800000,0.9200,max,extreme
0.0000,0.9200,0.0800,999.000,1.010,11.500,10000000,708000,800000,708000,0.9292,good,extreme
0.0000,0.9300,0.0700,999.000,1.010,13.143,10000000,607000,800000,607000,0.9393,good,extreme
0.0000,0.9400,0.0600,999.000,1.010,15.333,10000000,506000,800000,506000,0.9494,good,extreme
0.0000,0.9500,0.0500,999.000,1.010,18.400,10000000,405000,800000,405000,0.9595,good,extreme
0.0000,0.9600,0.0400,999.000,1.010,23.000,10000000,304000,800000,304000,0.9696,good,extreme
0.0000,0.9700,0.0300,999.000,1.010,30.667,10000000,203000,800000,203000,0.9797,good,extreme
0.0000,0.9800,0.0200,999.000,1.010,46.000,10000000,102000,800000,102000,0.9898,thin,extreme
0.0000,0.9900,0.0100,999.000,1.010,92.000,10000000,1000,800000,1000,0.9999,thin,extreme
0.0000,1.0000,0.0000,999.000,1.010,999.000,10000000,-100000,10000000,-100000,1.0100,loss,extreme
0.0100,0.0000,0.9900,92.000,999.000,1.010,800000,10000000,1000,1000,0.9999,thin,extreme
0.0100,0.0100,0.9800,92.000,92.000,1.010,800000,800000,102000,102000,0.9898,thin,extreme
0.0100,0.0200,0.9700,92.000,46.000,1.010,800000,800000,203000,203000,0.9797,good,extreme
0.0100,0.0300,0.9600,92.000,30.667,1.010,800000,800000,304000,304000,0.9696,good,extreme
0.0100,0.0400,0.9500,92.000,23.000,1.010,800000,800000,405000,405000,0.9595,good,extreme
0.0100,0.0500,0.9400,92.000,18.400,1.010,800000,800000,506000,506000,0.9494,good,extreme
0.0100,0.0600,0.9300,92.000,15.333,1.010,800000,800000,607000,607000,0.9393,good,extreme
0.0100,0.0700,0.9200,92.000,13.143,1.010,800000,800000,708000,708000,0.9292,good,extreme
0.0100,0.0800,0.9100,92.000,11.500,1.011,800000,800000,800000,800000,0.9200,max,extreme
0.0100,0.0900,0.9000,92.000,10.222,1.022,800000,800000,800000,800000,0.9200,max,extreme
0.0100,0.1000,0.8900,92.000,9.200,1.034,800000,800000,800000,800000,0.9200,max,heavy
0.0100,0.1100,0.8800,92.000,8.364,1.045,800000,800000,800000,800000,0.9200,max,heavy
0.0100,0.1200,0.8700,92.000,7.667,1.057,800000,800000,800000,800000,0.9200,max,heavy
0.0100,0.1300,0.8600,92.000,7.077,1.070,800000,800000,800000,800000,0.9200,good,heavy
0.0100,0.1400,0.8500,92.000,6.571,1.082,800000,800000,800000,800000,0.9200,good,heavy
0.0100,0.1500,0.8400,92.000,6.133,1.095,800000,800000,800000,800000,0.9200,max,heavy
0.0100,0.1600,0.8300,92.000,5.750,1.108,800000,800000,800000,800000,0.9200,max,heavy
0.0100,0.1700,0.8200,92.000,5.412,1.122,800000,800000,800000,800000,0.9200,max,heavy
0.0100,0.1800,0.8100,92.000,5.111,1.136,800000,800000,800000,800000,0.9200,max,heavy
0.0100,0.1900,0.8000,92.000,4.842,1.150,800000,800000,800000,800000,0.9200,max,heavy
0.0100,0.2000,0.7900,92.000,4.600,1.165,800000,800000,800000,800000,0.9200,max,heavy
0.0100,0.2100,0.7800,92.000,4.381,1.179,800000,800000,800000,800000,0.9200,max,heavy
0.0100,0.2200,0.7700,92.000,4.182,1.195,800000,800000,800000,800000,0.9200,max,heavy
0.0100,0.2300,0.7600,92.000,4.000,1.211,800000,800000,800000,800000,0.9200,max,heavy
0.0100,0.2400,0.7500,92.000,3.833,1.227,800000,800000,800000,800000,0.9200,good,heavy
0.0100,0.2500,0.7400,92.000,3.680,1.243,800000,800000,800000,800000,0.9200,max,heavy
0.0100,0.2600,0.7300,92.000,3.538,1.260,800000,800000,800000,800000,0.9200,good,heavy
0.0100,0.2700,0.7200,92.000,3.407,1.278,800000,800000,800000,800000,0.9200,max,heavy
0.0100,0.2800,0.7100,92.000,3.286,1.296,800000,800000,800000,800000,0.9200,good,heavy
0.0100,0.2900,0.7000,92.000,3.172,1.314,800000,800000,800000,800000,0.9200,good,heavy
0.0100,0.3000,0.6900,92.000,3.067,1.333,800000,800000,800000,800000,0.9200,max,moderate
0.0100,0.3100,0.6800,92.000,2.968,1.353,800000,800000,800000,800000,0.9200,max,moderate
0.0100,0.3200,0.6700,92.000,2.875,1.373,800000,800000,800000,800000,0.9200,max,moderate
0.0100,0.3300,0.6600,92.000,2.788,1.394,800000,800000,800000,800000,0.9200,max,moderate
0.0100,0.3400,0.6500,92.000,2.706,1.415,800000,800000,800000,800000,0.9200,max,moderate
0.0100,0.3500,0.6400,92.000,2.629,1.438,800000,800000,800000,800000,0.9200,good,moderate
0.0100,0.3600,0.6300,92.000,2.556,1.460,800000,800000,800000,800000,0.9200,max,moderate
0.0100,0.3700,0.6200,92.000,2.486,1.484,800000,800000,800000,800000,0.9200,max,moderate
0.0100,0.3800,0.6100,92.000,2.421,1.508,800000,800000,800000,800000,0.9200,max,moderate
0.0100,0.3900,0.6000,92.000,2.359,1.533,800000,800000,800000,800000,0.9200,max,moderate
0.0100,0.4000,0.5900,92.000,2.300,1.559,800000,800000,800000,800000,0.9200,max,moderate
0.0100,0.4100,0.5800,92.000,2.244,1.586,800000,800000,800000,800000,0.9200,good,moderate
0.0100,0.4200,0.5700,92.000,2.190,1.614,800000,800000,800000,800000,0.9200,max,moderate
0.0100,0.4300,0.5600,92.000,2.140,1.643,800000,800000,800000,800000,0.9200,good,moderate
0.0100,0.4400,0.5500,92.000,2.091,1.673,800000,800000,800000,800000,0.9200,max,moderate
0.0100,0.4500,0.5400,92.000,2.044,1.704,800000,800000,800000,800000,0.9200,max,moderate
0.0100,0.4600,0.5300,92.000,2.000,1.736,800000,800000,800000,800000,0.9200,max,moderate
0.0100,0.4700,0.5200,92.000,1.957,1.769,800000,800000,800000,800000,0.9200,max,moderate
0.0100,0.4800,0.5100,92.000,1.917,1.804,800000,800000,800000,800000,0.9200,max,moderate
0.0100,0.4900,0.5000,92.000,1.878,1.840,800000,800000,800000,800000,0.9200,max,moderate
0.0100,0.5000,0.4900,92.000,1.840,1.878,800000,800000,800000,800000,0.9200,max,moderate
0.0100,0.5100,0.4800,92.000,1.804,1.917,800000,800000,800000,800000,0.9200,max,moderate
0.0100,0.5200,0.4700,92.000,1.769,1.957,800000,800000,800000,800000,0.9200,max,moderate
0.0100,0.5300,0.4600,92.000,1.736,2.000,800000,800000,800000,800000,0.9200,max,moderate
0.0100,0.5400,0.4500,92.000,1.704,2.044,800000,800000,800000,800000,0.9200,max,moderate
0.0100,0.5500,0.4400,92.000,1.673,2.091,800000,800000,800000,800000,0.9200,max,moderate
0.0100,0.5600,0.4300,92.000,1.643,2.140,800000,800000,800000,800000,0.9200,good,moderate
0.0100,0.5700,0.4200,92.000,1.614,2.190,800000,800000,800000,800000,0.9200,max,moderate
0.0100,0.5800,0.4100,92.000,1.586,2.244,800000,800000,800000,800000,0.9200,good,moderate
0.0100,0.5900,0.4000,92.000,1.559,2.300,800000,800000,800000,800000,0.9200,max,moderate
0.0100,0.6000,0.3900,92.000,1.533,2.359,800000,800000,800000,800000,0.9200,max,moderate
0.0100,0.6100,0.3800,92.000,1.508,2.421,800000,800000,800000,800000,0.9200,max,moderate
0.0100,0.6200,0.3700,92.000,1.484,2.486,800000,800000,800000,800000,0.9200,max,moderate
0.0100,0.6300,0.3600,92.000,1.460,2.556,800000,800000,800000,800000,0.9200,max,moderate
0.0100,0.6400,0.3500,92.000,1.438,2.629,800000,800000,800000,800000,0.9200,good,moderate
0.0100,0.6500,0.3400,92.000,1.415,2.706,800000,800000,800000,800000,0.9200,max,moderate
0.0100,0.6600,0.3300,92.000,1.394,2.788,800000,800000,800000,800000,0.9200,max,moderate
0.0100,0.6700,0.3200,92.000,1.373,2.875,800000,800000,800000,800000,0.9200,max,moderate
0.0100,0.6800,0.3100,92.000,1.353,2.968,800000,800000,800000,800000,0.9200,max,moderate
0.0100,0.6900,0.3000,92.000,1.333,3.067,800000,800000,800000,800000,0.9200,max,moderate
0.0100,0.7000,0.2900,92.000,1.314,3.172,800000,800000,800000,800000,0.9200,good,heavy
0.0100,0.7100,0.2800,92.000,1.296,3.286,800000,800000,800000,800000,0.9200,good,heavy
0.0100,0.7200,0.2700,92.000,1.278,3.407,800000,800000,800000,800000,0.9200,max,heavy
0.0100,0.7300,0.2600,92.000,1.260,3.538,800000,800000,800000,800000,0.9200,good,heavy
0.0100,0.7400,0.2500,92.000,1.243,3.680,800000,800000,800000,800000,0.9200,max,heavy
0.0100,0.7500,0.2400,92.000,1.227,3.833,800000,800000,800000,800000,0.9200,good,heavy
0.0100,0.7600,0.2300,92.000,1.211,4.000,800000,800000,800000,800000,0.9200,max,heavy
0.0100,0.7700,0.2200,92.000,1.195,4.182,800000,800000,800000,800000,0.9200,max,heavy
0.0100,0.7800,0.2100,92.000,1.179,4.381,800000,800000,800000,800000,0.9200,max,heavy
0.0100,0.7900,0.2000,92.000,1.165,4.600,800000,800000,800000,800000,0.9200,max,heavy
0.0100,0.8000,0.1900,92.000,1.150,4.842,800000,800000,800000,800000,0.9200,max,heavy
0.0100,0.8100,0.1800,92.000,1.136,5.111,800000,800000,800000,800000,0.9200,max,heavy
0.0100,0.8200,0.1700,92.000,1.122,5.412,800000,800000,800000,800000,0.9200,max,heavy
0.0100,0.8300,0.1600,92.000,1.108,5.750,800000,800000,800000,800000,0.9200,max,heavy
0.0100,0.8400,0.1500,92.000,1.095,6.133,800000,800000,800000,800000,0.9200,max,heavy
0.0100,0.8500,0.1400,92.000,1.082,6.571,800000,800000,800000,800000,0.9200,good,heavy
0.0100,0.8600,0.1300,92.000,1.070,7.077,800000,800000,800000,800000,0.9200,good,heavy
0.0100,0.8700,0.1200,92.000,1.057,7.667,800000,800000,800000,800000,0.9200,max,heavy
0.0100,0.8800,0.1100,92.000,1.045,8.364,800000,800000,800000,800000,0.9200,max,heavy
0.0100,0.8900,0.1000,92.000,1.034,9.200,800000,800000,800000,800000,0.9200,max,heavy
0.0100,0.9000,0.0900,92.000,1.022,10.222,800000,800000,800000,800000,0.9200,max,extreme
0.0100,0.9100,0.0800,92.000,1.011,11.500,800000,800000,800000,800000,0.9200,max,extreme
0.0100,0.9200,0.0700,92.000,1.010,13.143,800000,708000,800000,708000,0.9292,good,extreme
0.0100,0.9300,0.0600,92.000,1.010,15.333,800000,607000,800000,607000,0.9393,good,extreme
0.0100,0.9400,0.0500,92.000,1.010,18.400,800000,506000,800000,506000,0.9494,good,extreme
0.0100,0.9500,0.0400,92.000,1.010,23.000,800000,405000,800000,405000,0.9595,good,extreme
0.0100,0.9600,0.0300,92.000,1.010,30.667,800000,304000,800000,304000,0.9696,good,extreme
0.0100,0.9700,0.0200,92.000,1.010,46.000,800000,203000,800000,203000,0.9797,good,extreme
0.0100,0.9800,0.0100,92.000,1.010,92.000,800000,102000,800000,102000,0.9898,thin,extreme
0.0100,0.9900,0.0000,92.000,1.010,999.000,800000,1000,10000000,1000,0.9999,thin,extreme
0.0200,0.0000,0.9800,46.000,999.000,1.010,800000,10000000,102000,102000,0.9898,thin,extreme
0.0200,0.0100,0.9700,46.000,92.000,1.010,800000,800000,203000,203000,0.9797,good,extreme
0.0200,0.0200,0.9600,46.000,46.000,1.010,800000,800000,304000,304000,0.9696,good,extreme
0.0200,0.0300,0.9500,46.000,30.667,1.010,800000,800000,405000,405000,0.9595,good,extreme
0.0200,0.0400,0.9400,46.000,23.000,1.010,800000,800000,506000,506000,0.9494,good,extreme
0.0200,0.0500,0.9300,46.000,18.400,1.010,800000,800000,607000,607000,0.9393,good,extreme
0.0200,0.0600,0.9200,46.000,15.333,1.010,800000,800000,708000,708000,0.9292,good,extreme
0.0200,0.0700,0.9100,46.000,13.143,1.011,800000,800000,800000,800000,0.9200,good,extreme
0.0200,0.0800,0.9000,46.000,11.500,1.022,800000,800000,800000,800000,0.9200,max,extreme
0.0200,0.0900,0.8900,46.000,10.222,1.034,800000,800000,800000,800000,0.9200,max,heavy
0.0200,0.1000,0.8800,46.000,9.200,1.045,800000,800000,800000,800000,0.9200,max,heavy
0.0200,0.1100,0.8700,46.000,8.364,1.057,800000,800000,800000,800000,0.9200,max,heavy
0.0200,0.1200,0.8600,46.000,7.667,1.070,800000,800000,800000,800000,0.9200,good,heavy
0.0200,0.1300,0.8500,46.000,7.077,1.082,800000,800000,800000,800000,0.9200,good,heavy
0.0200,0.1400,0.8400,46.000,6.571,1.095,800000,800000,800000,800000,0.9200,good,heavy
0.0200,0.1500,0.8300,46.000,6.133,1.108,800000,800000,800000,800000,0.9200,max,heavy
0.0200,0.1600,0.8200,46.000,5.750,1.122,800000,800000,800000,800000,0.9200,max,heavy
0.0200,0.1700,0.8100,46.000,5.412,1.136,800000,800000,800000,800000,0.9200,max,heavy
0.0200,0.1800,0.8000,46.000,5.111,1.150,800000,800000,800000,800000,0.9200,max,heavy
0.0200,0.1900,0.7900,46.000,4.842,1.165,800000,800000,800000,800000,0.9200,max,heavy
0.0200,0.2000,0.7800,46.000,4.600,1.179,800000,800000,800000,800000,0.9200,max,heavy
0.0200,0.2100,0.7700,46.000,4.381,1.195,800000,800000,800000,800000,0.9200,max,heavy
0.0200,0.2200,0.7600,46.000,4.182,1.211,800000,800000,800000,800000,0.9200,max,heavy
0.0200,0.2300,0.7500,46.000,4.000,1.227,800000,800000,800000,800000,0.9200,good,heavy
0.0200,0.2400,0.7400,46.000,3.833,1.243,800000,800000,800000,800000,0.9200,max,heavy
0.0200,0.2500,0.7300,46.000,3.680,1.260,800000,800000,800000,800000,0.9200,good,heavy
0.0200,0.2600,0.7200,46.000,3.538,1.278,800000,800000,800000,800000,0.9200,max,heavy
0.0200,0.2700,0.7100,46.000,3.407,1.296,800000,800000,800000,800000,0.9200,max,heavy
0.0200,0.2800,0.7000,46.000,3.286,1.314,800000,800000,800000,800000,0.9200,good,heavy
0.0200,0.2900,0.6900,46.000,3.172,1.333,800000,800000,800000,800000,0.9200,good,moderate
0.0200,0.3000,0.6800,46.000,3.067,1.353,800000,800000,800000,800000,0.9200,max,moderate
0.0200,0.3100,0.6700,46.000,2.968,1.373,800000,800000,800000,800000,0.9200,max,moderate
0.0200,0.3200,0.6600,46.000,2.875,1.394,800000,800000,800000,800000,0.9200,max,moderate
0.0200,0.3300,0.6500,46.000,2.788,1.415,800000,800000,800000,800000,0.9200,max,moderate
0.0200,0.3400,0.6400,46.000,2.706,1.438,800000,800000,800000,800000,0.9200,max,moderate
0.0200,0.3500,0.6300,46.000,2.629,1.460,800000,800000,800000,800000,0.9200,good,moderate
0.0200,0.3600,0.6200,46.000,2.556,1.484,800000,800000,800000,800000,0.9200,max,moderate
0.0200,0.3700,0.6100,46.000,2.486,1.508,800000,800000,800000,800000,0.9200,max,moderate
0.0200,0.3800,0.6000,46.000,2.421,1.533,800000,800000,800000,800000,0.9200,max,moderate
0.0200,0.3900,0.5900,46.000,2.359,1.559,800000,800000,800000,800000,0.9200,max,moderate
0.0200,0.4000,0.5800,46.000,2.300,1.586,800000,800000,800000,800000,0.9200,good,moderate
0.0200,0.4100,0.5700,46.000,2.244,1.614,800000,800000,800000,800000,0.9200,max,moderate
0.0200,0.4200,0.5600,46.000,2.190,1.643,800000,800000,800000,800000,0.9200,good,moderate
0.0200,0.4300,0.5500,46.000,2.140,1.673,800000,800000,800000,800000,0.9200,good,moderate
0.0200,0.4400,0.5400,46.000,2.091,1.704,800000,800000,800000,800000,0.9200,max,moderate
0.0200,0.4500,0.5300,46.000,2.044,1.736,800000,800000,800000,800000,0.9200,max,moderate
0.0200,0.4600,0.5200,46.000,2.000,1.769,800000,800000,800000,800000,0.9200,max,moderate
0.0200,0.4700,0.5100,46.000,1.957,1.804,800000,800000,800000,800000,0.9200,max,moderate
0.0200,0.4800,0.5000,46.000,1.917,1.840,800000,800000,800000,800000,0.9200,max,moderate
0.0200,0.4900,0.4900,46.000,1.878,1.878,800000,800000,800000,800000,0.9200,max,balanced
0.0200,0.5000,0.4800,46.000,1.840,1.917,800000,800000,800000,800000,0.9200,max,moderate
0.0200,0.5100,0.4700,46.000,1.804,1.957,800000,800000,800000,800000,0.9200,max,moderate
0.0200,0.5200,0.4600,46.000,1.769,2.000,800000,800000,800000,800000,0.9200,max,moderate
0.0200,0.5300,0.4500,46.000,1.736,2.044,800000,800000,800000,800000,0.9200,max,moderate
0.0200,0.5400,0.4400,46.000,1.704,2.091,800000,800000,800000,800000,0.9200,max,moderate
0.0200,0.5500,0.4300,46.000,1.673,2.140,800000,800000,800000,800000,0.9200,good,moderate
0.0200,0.5600,0.4200,46.000,1.643,2.190,800000,800000,800000,800000,0.9200,good,moderate
0.0200,0.5700,0.4100,46.000,1.614,2.244,800000,800000,800000,800000,0.9200,max,moderate
0.0200,0.5800,0.4000,46.000,1.586,2.300,800000,800000,800000,800000,0.9200,good,moderate
0.0200,0.5900,0.3900,46.000,1.559,2.359,800000,800000,800000,800000,0.9200,max,moderate
0.0200,0.6000,0.3800,46.000,1.533,2.421,800000,800000,800000,800000,0.9200,max,moderate
0.0200,0.6100,0.3700,46.000,1.508,2.486,800000,800000,800000,800000,0.9200,max,moderate
0.0200,0.6200,0.3600,46.000,1.484,2.556,800000,800000,800000,800000,0.9200,max,moderate
0.0200,0.6300,0.3500,46.000,1.460,2.629,800000,800000,800000,800000,0.9200,good,moderate
0.0200,0.6400,0.3400,46.000,1.438,2.706,800000,800000,800000,800000,0.9200,max,moderate
0.0200,0.6500,0.3300,46.000,1.415,2.788,800000,800000,800000,800000,0.9200,max,moderate
0.0200,0.6600,0.3200,46.000,1.394,2.875,800000,800000,800000,800000,0.9200,max,moderate
0.0200,0.6700,0.3100,46.000,1.373,2.968,800000,800000,800000,800000,0.9200,max,moderate
0.0200,0.6800,0.3000,46.000,1.353,3.067,800000,800000,800000,800000,0.9200,max,moderate
0.0200,0.6900,0.2900,46.000,1.333,3.172,800000,800000,800000,800000,0.9200,good,moderate
0.0200,0.7000,0.2800,46.000,1.314,3.286,800000,800000,800000,800000,0.9200,good,heavy
0.0200,0.7100,0.2700,46.000,1.296,3.407,800000,800000,800000,800000,0.9200,max,heavy
0.0200,0.7200,0.2600,46.000,1.278,3.538,800000,800000,800000,800000,0.9200,max,heavy
0.0200,0.7300,0.2500,46.000,1.260,3.680,800000,800000,800000,800000,0.9200,good,heavy
0.0200,0.7400,0.2400,46.000,1.243,3.833,800000,800000,800000,800000,0.9200,max,heavy
